Label,Vulnerability Name,Package Name,Package Version,Type,Publish Date
C,Arbitrary Code Execution,mcollective-client,"&gt;&#x3D;2.7.0, &lt;2.8.9",RubyGems,"2,Jun,2019"
M,Cross-site Scripting (XSS),graylog-web-interface,&lt;2.4.6,npm,"2,Jun,2019"
C,Malicious Package,rpc-websocket,&gt;&#x3D;0.7.6,npm,"2,Jun,2019"
C,Malicious Package,jasmin,&#x3D;0.0.3,npm,"2,Jun,2019"
C,Malicious Package,freshdom,&#x3D;0.0.6,npm,"2,Jun,2019"
,,,,,
H,Host Header Injection,org.apache.nifi:nifi,"[,1.5.0)",Maven,"0,Feb,2018"
C,Cross-site Scripting (XSS),org.apache.nifi:nifi-web-utils,"[,1.5.0)",Maven,"0,Feb,2018"
C,Cross-site Scripting (XSS),org.apache.nifi:nifi-web-error,"[,1.5.0)",Maven,"0,Feb,2018"
M,Deserialization of Untrusted Data,org.apache.nifi:nifi-web-api,"[,1.4.0)",Maven,"0,Feb,2018"
M,Deserialization of Untrusted Data,org.apache.nifi:nifi-update-attribute-model,"[,1.4.0)",Maven,"0,Feb,2018"
M,Deserialization of Untrusted Data,org.apache.nifi:nifi-security-utils,"[,1.4.0)",Maven,"0,Feb,2018"
C,Cross-site Scripting (XSS),org.apache.nifi:nifi-jetty,"[,1.5.0)",Maven,"0,Feb,2018"
M,Deserialization of Untrusted Data,org.apache.nifi:nifi-framework-cluster-protocol,"[,1.5.0)",Maven,"0,Feb,2018"
M,Information Exposure,org.apache.hadoop:hadoop-common,"[, 2.8.3),[3.0.0-alpha, 3.0.0)",Maven,"0,Feb,2018"
M,Deserialization of Untrusted Data,org.apache.nifi:nifi-framework-core,"[,1.4.0)",Maven,"0,Feb,2018"
M,Deserialization of Untrusted Data,org.apache.nifi:nifi-framework-cluster,"[,1.4.0)",Maven,"0,Feb,2018"
M,Deserialization of Untrusted Data,org.apache.nifi:nifi-file-authorizer,"[,1.4.0)",Maven,"0,Feb,2018"
M,Deserialization of Untrusted Data,org.apache.nifi:nifi-authorizer,"[,1.4.0)",Maven,"0,Feb,2018"
M,Open Redirect,simplesamlphp/simplesamlphp,&lt; 1.15.2,Composer,"0,Feb,2018"
M,Information Exposure,simplesamlphp/simplesamlphp,&lt;1.14.13,Composer,"0,Feb,2018"
M,Cross-site Scripting (XSS),ezsystems/ezpublish-legacy,&lt;2017.08.0,Composer,"0,Feb,2018"
M,Symlink privilege escalation,org.springframework.boot:spring-boot-loader-tools,"[1.5.0.RELEASE,1.5.10.RELEASE)",Maven,"0,Feb,2018"
M,Access Restriction Bypass,nilsteampassnet/teampass,&lt;2.1.27.9,Composer,"0,Feb,2018"
C,Authentication Bypass,keycloak-auth-utils,&gt;&#x3D;2.5.0 &lt;3.1.0,npm,"3,Jan,2018"
H,Denial of Service (DoS),org.apache.poi:poi-scratchpad,"[,3.17)",Maven,"3,Jan,2018"
H,Denial of Service (DoS),org.apache.poi:poi,"[,3.17)",Maven,"3,Jan,2018"
M,Cross-site Scripting (XSS),org.apache.deltaspike.modules:jsf-module-project,"[,1.8.1)",Maven,"3,Jan,2018"
M,Cross-site Scripting (XSS),org.apache.deltaspike.modules:deltaspike-jsf-module-impl,"[,1.8.1)",Maven,"3,Jan,2018"
C,Access Restriction Bypass,safemode,&lt; 1.3.3,RubyGems,"3,Jan,2018"
M,Man-in-the-Middle (MitM),net-ldap,&lt;0.16.0,RubyGems,"3,Jan,2018"
H,Directory Traversal,next,&lt;4.2.3,npm,"3,Jan,2018"
H,Arbitrary Code Execution,org.jboss.resteasy:resteasy-yaml-provider,"[3.0.0.Final,)",Maven,"3,Jan,2018"
C,Information Exposure,org.apache.hadoop:hadoop-common,"[2.7.3, 2.7.5)",Maven,"3,Jan,2018"
M,Arbitrary Code Execution,mathjs,&lt;3.11.5,npm,"2,Jan,2018"
M,Arbitrary Code Execution,org.webjars:mathjs,"(,3.11.5)",Maven,"2,Jan,2018"
,,,,,
M,Cross-site Scripting (XSS),org.jenkins-ci.plugins:subversion,"[,1.0.2)",Maven,"0,Jun,2020"
H,Denial of Service (DoS),html-to-text,&lt;6.0.0,npm,"0,Jun,2020"
M,Improper Access Control,github.com/grafana/grafana/pkg/api/avatar,"&gt;&#x3D;3.0.1 &lt;6.7.4,&gt;&#x3D;7.0.0 &lt;7.0.2",Go,"0,Jun,2020"
H,Arbitrary File Write via Archive Extraction (Zip Slip),github.com/sassoftware/go-rpmutils/cpio,&lt;0.1.0,Go,"0,Jun,2020"
H,Arbitrary File Write via Archive Extraction (Zip Slip),github.com/unknwon/cae/zip,&lt;1.0.1,Go,"0,Jun,2020"
H,Arbitrary File Write via Archive Extraction (Zip Slip),github.com/unknwon/cae/tz,&lt;1.0.1,Go,"0,Jun,2020"
H,Out-of-Bounds Read,github.com/terry-mao/goim/api/comet/grpc,*,Go,"0,Jun,2020"
C,Deserialization of Untrusted Data,ezsystems/ezpublish-kernel,"&gt;&#x3D;7.0.0, &lt;7.5.8,&gt;&#x3D;6.0.0, &lt;6.13.6.4,&lt;5.4.15",Composer,"0,Jun,2020"
C,Deserialization of Untrusted Data,ezsystems/ezplatform-kernel,&lt;1.0.3,Composer,"0,Jun,2020"
H,Cross-site Request Forgery (CSRF),org.jenkins-ci.plugins:selenium,"[0,]",Maven,"0,Jun,2020"
M,Cross-site Scripting (XSS),io.jenkins.plugins:echarts-api,"[,4.7.0-4)",Maven,"0,Jun,2020"
M,Cross-site Scripting (XSS),io.jenkins.plugins:echarts-api,"[,4.7.0-4)",Maven,"0,Jun,2020"
M,Authorization Bypass,hudson.plugins:project-inheritance,"[0,]",Maven,"0,Jun,2020"
M,Cross-site Request Forgery (CSRF),org.jenkins-ci.plugins:swarm-plugin,"[,3.21)",Maven,"0,Jun,2020"
M,Cross-site Scripting (XSS),org.jenkins-ci.plugins:script-security,"[,1.73)",Maven,"0,Jun,2020"
M,Insufficiently Protected Credentials,cinder,"[0,14.2.0),[15.0.0, 15.3.0),[16.0.0, 16.1.0)",pip,"0,Jun,2020"
M,SQL Injection,@nozbe/watermelondb,&lt;0.15.1,npm,"0,Jun,2020"
H,Remote Code Execution (RCE),sabberworm/php-css-parser,&lt;8.3.1,Composer,"0,Jun,2020"
H,Privilege Escalation,org.elasticsearch:elasticsearch,"[6.7.0, 6.8.8),[7.0.0, 7.6.2)",Maven,"0,Jun,2020"
M,Cross-site Scripting (XSS),elastic-app-search,&lt;7.7.0,RubyGems,"0,Jun,2020"
M,Cross-site Scripting (XSS),elastic-app-search,"[,7.7.0)",pip,"0,Jun,2020"
M,Cross-site Scripting (XSS),@elastic/app-search-node,&lt;7.7.0,npm,"0,Jun,2020"
M,Cross-site Scripting (XSS),@elastic/app-search-javascript,&lt;7.7.0,npm,"0,Jun,2020"
M,Cross-site Scripting (XSS),elastic/app-search,&lt;7.7.0,Composer,"0,Jun,2020"
H,Cryptographic Issues,github.com/elastic/cloud-on-k8s,&lt;1.1.0,Go,"0,Jun,2020"
M,Prototype Pollution,kibana,"&gt;&#x3D;6.7.0 &lt;6.8.9,&gt;&#x3D;7.0.0 &lt;7.6.3",npm,"0,Jun,2020"
M,Prototype Pollution,kibana,"&lt;6.8.9,&lt;7.7.0",npm,"0,Jun,2020"
C,Cross-site Scripting (XSS),kibana,"&lt;6.8.9,&lt;7.7.0",npm,"0,Jun,2020"
C,Arbitrary Code Execution,github.com/weaveworks/weave,&lt;2.6.3,Go,"0,Jun,2020"
M,Arbitrary File Read,october/october,"&gt;&#x3D;1.0.319, &lt;1.0.466",Composer,"0,Jun,2020"
,,,,,
L,Denial of Service (DoS),github.com/btcsuitereleases/go-socks/socks,&lt;0.0.0-20150513194711-cfe8b59e565c,Go,"3,Oct,2017"
L,Denial of Service (DoS),github.com/btcsuite/go-socks/socks,*,Go,"3,Oct,2017"
H,Directory Traversal,zope.html,"[,1.2.0)",pip,"3,Oct,2017"
M,Denial of Service (DoS),zodb,"[,3.10.0)",pip,"3,Oct,2017"
H,Arbitrary Code Execution,pytest-qt-app,"[,1.1.0)",pip,"3,Oct,2017"
H,Access Restriction Bypass,pysaml2,"[,4.5.0)",pip,"3,Oct,2017"
M,Denial of Service (DoS),pretaweb.healthcheck,"[,1.0)",pip,"3,Oct,2017"
L,Timing Attack,otpauth,"[,1.0.1)",pip,"3,Oct,2017"
H,Directory Traversal,hug,"[,2.3.0)",pip,"3,Oct,2017"
H,Access Restriction Bypass,org.apache.openmeetings:openmeetings-web,"[1.9.0,3.1.1)",Maven,"3,Oct,2017"
M,Access Restriction Bypass,httpauth,"[,0.2)",pip,"3,Oct,2017"
M,Access Restriction Bypass,gns3-gui,"[,1.5.1)",pip,"3,Oct,2017"
M,Cross-site Scripting (XSS),girder,"[,2.2.0)",pip,"3,Oct,2017"
M,Session Fixation,euphorie,"[,6.1)",pip,"3,Oct,2017"
M,Cross-site Scripting (XSS),django-pluggable-filebrowser,"[,3.4.2)",pip,"3,Oct,2017"
H,Arbitrary Code Execution,django-piston,"[,0.2.3)",pip,"3,Oct,2017"
H,Access Restriction Bypass,django-friendship,"[,1.2.0)",pip,"3,Oct,2017"
M,Cross-site Scripting (XSS),ckan,"[,1.8.1)",pip,"3,Oct,2017"
M,Access Restriction Bypass,authbwc,"[,0.3.1)",pip,"3,Oct,2017"
M,Cross-site Scripting (XSS),org.apache.openmeetings:openmeetings-web,"[1.9.0,3.1.0)",Maven,"3,Oct,2017"
M,Cross-site Scripting (XSS),org.apache.openmeetings:openmeetings-web,"[1.9.0,3.1.1)",Maven,"3,Oct,2017"
M,Access Restriction Bypass,org.apache.openmeetings:openmeetings-web,"[1.0.0,3.3.0)",Maven,"3,Oct,2017"
H,Access Restriction Bypass,org.apache.openmeetings:openmeetings-web,"[3.2.0,3.3.0)",Maven,"3,Oct,2017"
C,Cryptographic Issues,org.apache.openmeetings:openmeetings-web,"[1.0.0,3.3.0)",Maven,"3,Oct,2017"
H,Cross-site Request Forgery (CSRF),org.apache.openmeetings:openmeetings-web,"[1.0.0,3.3.0)",Maven,"3,Oct,2017"
C,XML External Entity (XXE) Injection,org.apache.openmeetings:openmeetings-server,"[3.1.0,3.3.0)",Maven,"3,Oct,2017"
H,Arbitary File Read,org.apache.openmeetings:openmeetings-server,"[1.9.0,3.1.1)",Maven,"3,Oct,2017"
H,Denial of Service (DoS),org.apache.openmeetings:openmeetings-server,"[1.0.0,3.3.0)",Maven,"3,Oct,2017"
H,Information Exposure,org.apache.openmeetings:openmeetings-server,"[1.0.0,3.3.0)",Maven,"3,Oct,2017"
H,SQL Injection,org.apache.openmeetings:openmeetings-server,"[1.0.0,3.3.0)",Maven,"3,Oct,2017"
,,,,,
M,Cross-site Scripting (XSS),typo3/cms-viewpage,"&gt;&#x3D;11.0.0, &lt;11.3.1,&gt;&#x3D;10.0.0, &lt;10.4.18,&gt;&#x3D;9.0.0, &lt;9.5.28",Composer,"2,Jul,2021"
M,Cross-site Scripting (XSS),typo3/cms-backend,"&gt;&#x3D;11.0.0, &lt;11.3.1,&gt;&#x3D;10.0.0, &lt;10.4.18,&gt;&#x3D;9.0.0, &lt;9.5.28,&gt;&#x3D;8.0.0, &lt;8.7.41",Composer,"2,Jul,2021"
M,Cross-site Scripting (XSS),typo3/cms-lowlevel,"&gt;&#x3D;11.0.0, &lt;11.3.1,&gt;&#x3D;10.0.0, &lt;10.4.18,&gt;&#x3D;9.0.0, &lt;9.5.28,&gt;&#x3D;8.0.0, &lt;8.7.41",Composer,"2,Jul,2021"
M,Cross-site Scripting (XSS),typo3/cms-core,"&gt;&#x3D;11.0.0, &lt;11.3.1,&gt;&#x3D;10.0.0, &lt;10.4.18,&gt;&#x3D;9.0.0, &lt;9.5.28,&gt;&#x3D;8.0.0, &lt;8.7.41",Composer,"2,Jul,2021"
M,Information Exposure,typo3/cms-core,"&gt;&#x3D;11.0.0, &lt;11.3.1,&gt;&#x3D;10.0.0, &lt;10.4.18,&gt;&#x3D;9.0.0, &lt;9.5.28,&gt;&#x3D;8.0.0, &lt;8.7.41,&gt;&#x3D;7.0.0, &lt;7.6.52",Composer,"2,Jul,2021"
M,Prototype Pollution,com.graphhopper:graphhopper-web-bundle,"[,3.2),[4.0-pre1,4.0)",Maven,"2,Jul,2021"
M,Cross-site Scripting (XSS),tui-editor,*,npm,"1,Jul,2021"
M,Cross-site Scripting (XSS),@toast-ui/editor,&lt;3.0.2,npm,"1,Jul,2021"
M,Cross-site Scripting (XSS),org.webjars.npm:tui-editor,"[0,]",Maven,"1,Jul,2021"
M,Cross-site Scripting (XSS),org.webjars.bower:tui-editor,"[0,]",Maven,"1,Jul,2021"
H,Directory Traversal,github.com/cdnjs/tools/cmd/autoupdate,*,Go,"1,Jul,2021"
H,Directory Traversal,io.micronaut:micronaut-core,"[,2.5.9)",Maven,"1,Jul,2021"
M,Cross-site Scripting (XSS),centreon/centreon,&lt;20.4.13,Composer,"1,Jul,2021"
H,SQL Injection,centreon/centreon,&lt;20.4.13,Composer,"1,Jul,2021"
M,Improper Input Validation,github.com/hashicorp/consul/agent/xds,"&gt;&#x3D;1.10.0-alpha &lt;1.10.1,&lt;1.9.8",Go,"1,Jul,2021"
M,Access Restriction Bypass,github.com/hashicorp/consul/agent/xds,"&gt;&#x3D;1.10.0-alpha &lt;1.10.1,&lt;1.9.8",Go,"1,Jul,2021"
C,Malicious 󠅮󠅰󠅭Package,hey-sven,*,npm,"1,Jul,2021"
M,Access Restriction Bypass,org.eclipse.jetty:jetty-webapp,"[9.4.37,9.4.43),[10.0.1,10.0.6),[11.0.1,11.0.6)",Maven,"1,Jul,2021"
M,Cross-site Scripting (XSS),nightscout,*,npm,"1,Jul,2021"
H,Access Restriction Bypass,gatsby-source-wordpress,"&lt;4.0.8,&gt;&#x3D;5.0.0 &lt;5.9.2",npm,"1,Jul,2021"
M,Open Redirect,urijs,&lt;1.19.7,npm,"1,Jul,2021"
M,Open Redirect,org.webjars.npm:urijs,"[0,]",Maven,"1,Jul,2021"
M,Open Redirect,org.webjars.bower:urijs,"[0,]",Maven,"1,Jul,2021"
H,Prototype Pollution,urijs,&lt;1.19.7,npm,"1,Jul,2021"
H,Prototype Pollution,org.webjars.npm:urijs,"[0,]",Maven,"1,Jul,2021"
H,Prototype Pollution,org.webjars.bower:urijs,"[0,]",Maven,"1,Jul,2021"
H,SQL Injection,intelliants/subrion,&gt;&#x3D;0.0.0,Composer,"1,Jul,2021"
M,Cross-site Scripting (XSS),umeditor,*,npm,"1,Jul,2021"
L,Access Restriction Bypass,org.wildfly.core:wildfly-controller,"[,16.0.1)",Maven,"1,Jul,2021"
M,Cross-site Request Forgery (CSRF),thinkcmf/thinkcmf,&lt;5.1.1,Composer,"1,Jul,2021"
,,,,,
H,Heap-based Buffer Overflow,gpac4ios,&gt;&#x3D;0.0.0,cocoapods,"1,Aug,2021"
H,Heap-based Buffer Overflow,gpac4ios,&gt;&#x3D;0.0.0,cocoapods,"1,Aug,2021"
H,Heap-based Buffer Overflow,gpac4ios,&gt;&#x3D;0.0.0,cocoapods,"1,Aug,2021"
H,Out-of-Bounds,gpac4ios,&gt;&#x3D;0.0.0,cocoapods,"1,Aug,2021"
M,CSV Injection,pimcore/pimcore,&lt;10.1.1,Composer,"1,Aug,2021"
H,Denial of Service (DoS),org.jsoup:jsoup,"[,1.14.2)",Maven,"1,Aug,2021"
M,Cross-site Scripting (XSS),pywb,"[, 2.6.0)",pip,"1,Aug,2021"
H,Heap-based Buffer Overflow,gpac4ios,&gt;&#x3D;0.0.0,cocoapods,"1,Aug,2021"
H,Heap-based Buffer Overflow,gpac4ios,&gt;&#x3D;0.0.0,cocoapods,"1,Aug,2021"
M,Improper Access Control,dolibarr/dolibarr,&lt;14.0.0,Composer,"1,Aug,2021"
H,Improper Authentication,dolibarr/dolibarr,&lt;14.0.0,Composer,"1,Aug,2021"
L,Command Injection,@diez/generation,*,npm,"1,Aug,2021"
M,XML External Entity (XXE) Injection,svg,"[0,]",NuGet,"1,Aug,2021"
H,Arbitrary Code Execution,notebook,"[,5.7.11),[6.0.0,6.4.1)",pip,"1,Aug,2021"
H,Regular Expression Denial of Service (ReDoS),markdown2,"[,2.4.1)",pip,"1,Aug,2021"
H,Regular Expression Denial of Service (ReDoS),ansi-html,*,npm,"1,Aug,2021"
H,Regular Expression Denial of Service (ReDoS),org.webjars.npm:ansi-html,"[0,]",Maven,"1,Aug,2021"
H,Regular Expression Denial of Service (ReDoS),string-kit,&lt;0.12.8,npm,"1,Aug,2021"
M,Prototype Pollution,ioredis,&lt;4.27.8,npm,"1,Aug,2021"
M,Regular Expression Denial of Service (ReDoS),trim-off-newlines,*,npm,"1,Aug,2021"
M,Regular Expression Denial of Service (ReDoS),org.webjars.npm:trim-off-newlines,"[0,]",Maven,"1,Aug,2021"
M,Cross-site Scripting (XSS),shopware/platform,&lt;6.4.3.1,Composer,"1,Aug,2021"
M,Server-side Request Forgery (SSRF),shopware/core,&lt;6.4.3.1,Composer,"1,Aug,2021"
M,Information Exposure,shopware/administration,&lt;6.4.3.1,Composer,"1,Aug,2021"
M,Improper Input Validation,shopware/core,&lt;6.4.3.1,Composer,"1,Aug,2021"
M,Arbitrary File Write via Archive Extraction (Zip Slip),github.com/bblfsh/bblfshd/runtime,*,Go,"1,Aug,2021"
M,Command Injection,shopware/core,&lt;6.4.3.1,Composer,"1,Aug,2021"
L,Information Exposure,hbs,*,npm,"1,Aug,2021"
M,Cross-site Scripting (XSS),quokka,"[0,]",pip,"1,Aug,2021"
H,Arbitrary Code Execution,org.mock-server:mockserver-core,"[0,]",Maven,"1,Aug,2021"
,,,,,
H,Out-of-Bounds,hermes-engine,&lt;0.8.0,npm,"3,Sep,2021"
M,Improper Input Validation,lcobucci/jwt,"&gt;&#x3D;4.1.0, &lt;4.1.5,&gt;&#x3D;4.0.0-alpha1, &lt;4.0.4,&lt;3.4.6",Composer,"2,Sep,2021"
H,Improper Authentication,esphome,"[,2021.9.2)",pip,"2,Sep,2021"
M,Cross-site Scripting (XSS),kindeditor,*,npm,"2,Sep,2021"
M,Cross-site Scripting (XSS),org.webjars.bowergithub.kindsoft:kindeditor,"[0,]",Maven,"2,Sep,2021"
M,Cross-site Scripting (XSS),kindeditor,*,npm,"2,Sep,2021"
M,Cross-site Scripting (XSS),org.webjars.bowergithub.kindsoft:kindeditor,"[0,]",Maven,"2,Sep,2021"
H,Regular Expression Denial of Service (ReDoS),handsontable,"[0,10.0.0)",NuGet,"2,Sep,2021"
H,Regular Expression Denial of Service (ReDoS),handsontable,&lt;10.0.0,npm,"2,Sep,2021"
H,Regular Expression Denial of Service (ReDoS),org.webjars:handsontable,"[0,]",Maven,"2,Sep,2021"
H,Regular Expression Denial of Service (ReDoS),org.webjars.npm:handsontable,"[0,]",Maven,"2,Sep,2021"
H,Regular Expression Denial of Service (ReDoS),org.webjars.bowergithub.handsontable:handsontable,"[0,]",Maven,"2,Sep,2021"
H,Regular Expression Denial of Service (ReDoS),org.webjars.bower:handsontable,"[0,]",Maven,"2,Sep,2021"
H,Use After Free,electron,"&gt;&#x3D;13.0.0 &lt;13.5.0,&lt;12.2.0",npm,"2,Sep,2021"
H,Use After Free,org.webjars.npm:electron,"[13.0.0,13.5.0),[,12.2.0)",Maven,"2,Sep,2021"
H,Buffer Overflow,electron,"&gt;&#x3D;13.0.0 &lt;13.5.0,&lt;12.2.0",npm,"2,Sep,2021"
H,Buffer Overflow,org.webjars.npm:electron,"[13.0.0,13.5.0),[,12.2.0)",Maven,"2,Sep,2021"
H,Out-of-Bounds,electron,"&gt;&#x3D;13.0.0 &lt;13.5.0,&lt;12.2.0",npm,"2,Sep,2021"
H,Out-of-Bounds,org.webjars.npm:electron,"[13.0.0,13.5.0),[,12.2.0)",Maven,"2,Sep,2021"
H,Access Restriction Bypass,electron,"&gt;&#x3D;13.0.0 &lt;13.5.0,&lt;12.2.0",npm,"2,Sep,2021"
H,Access Restriction Bypass,org.webjars.npm:electron,"[13.0.0,13.5.0),[,12.2.0)",Maven,"2,Sep,2021"
H,Type Confusion,electron,"&gt;&#x3D;13.0.0 &lt;13.5.0,&lt;12.2.0",npm,"2,Sep,2021"
H,Type Confusion,org.webjars.npm:electron,"[13.0.0,13.5.0),[,12.2.0)",Maven,"2,Sep,2021"
H,Type Confusion,electron,"&gt;&#x3D;13.0.0 &lt;13.5.0,&lt;12.2.0",npm,"2,Sep,2021"
H,Type Confusion,org.webjars.npm:electron,"[0,]",Maven,"2,Sep,2021"
M,Out-of-Bounds,electron,"&gt;&#x3D;13.0.0 &lt;13.5.0,&lt;12.1.2",npm,"2,Sep,2021"
M,Out-of-Bounds,org.webjars.npm:electron,"[0,]",Maven,"2,Sep,2021"
M,Directory Traversal,github.com/quay/claircore,*,Go,"2,Sep,2021"
H,XML External Entity (XXE) Injection,nokogiri,&lt;1.12.5,RubyGems,"2,Sep,2021"
L,Regular Expression Denial of Service (ReDoS),jsoneditor,&lt;9.5.6,npm,"2,Sep,2021"
,,,,,
H,XML External Entity (XXE) Injection,org.jenkins-ci.plugins:nerrvana-plugin,"[0,]",Maven,"0,Oct,2020"
M,Denial of Service (DoS),org.jboss.xnio:xnio-api,"[3.8.0.Final, 3.8.1.Final),[3.7.0.Final, 3.7.8.Final)",Maven,"0,Oct,2020"
M,Cross-site Request Forgery (CSRF),pyrocms/pyrocms,&gt;&#x3D;0.0.0,Composer,"0,Oct,2020"
H,Cross-site Scripting (XSS),actionpack,"&gt;&#x3D;6.0.0, &lt;6.0.3.4",RubyGems,"0,Oct,2020"
M,Cross-site Scripting (XSS),impresscms/impresscms,&lt;1.4.1,Composer,"0,Oct,2020"
M,Cross-site Request Forgery (CSRF),pyrocms/pyrocms,&gt;&#x3D;0.0.0,Composer,"0,Oct,2020"
H,Improper Input Validation,contao/core,"&lt;4.4.52,&gt;&#x3D;4.9, &lt;4.9.66,&gt;&#x3D;4.10, &lt;4.10.1",Composer,"0,Oct,2020"
M,Cross-site Scripting (XSS),dompurify,&lt;2.0.17,npm,"0,Oct,2020"
M,Cross-site Scripting (XSS),org.webjars.npm:dompurify,"[,2.2.0)",Maven,"0,Oct,2020"
M,Cross-site Scripting (XSS),org.webjars.bowergithub.cure53:dompurify,"[,2.2.6)",Maven,"0,Oct,2020"
M,Cross-site Scripting (XSS),org.webjars.bower:dompurify,"[0,)",Maven,"0,Oct,2020"
H,Prototype Pollution,simpl-schema,&lt;1.10.2,npm,"0,Oct,2020"
M,Improper Restriction of Rendered UI Layers or Frames,electron,"&gt;&#x3D;8.0.0-beta.0 &lt;8.5.1,&gt;&#x3D;9.0.0-beta.0 &lt;9.3.0,&gt;&#x3D;10.0.0-beta.0 &lt;10.0.1,&gt;&#x3D;11.0.0-beta.0 &lt;11.0.0-beta.1",npm,"0,Oct,2020"
M,Improper Restriction of Rendered UI Layers or Frames,org.webjars.npm:electron,"[0,]",Maven,"0,Oct,2020"
M,Insecure Randomness,net.lingala.zip4j:zip4j,"[,2.6.3)",Maven,"0,Oct,2020"
M,Improper Access Control,electron,"&gt;&#x3D;8.0.0-beta.0 &lt;8.5.2,&gt;&#x3D;9.0.0-beta.0 &lt;9.3.1,&gt;&#x3D;10.0.0-beta.0 &lt;10.1.2,&gt;&#x3D;11.0.0-beta.0 &lt;11.0.0-beta.6",npm,"0,Oct,2020"
M,Improper Access Control,org.webjars.npm:electron,"[0,]",Maven,"0,Oct,2020"
M,Directory Traversal,xmpp-http-upload,"[,0.4.0)",pip,"0,Oct,2020"
H,Arbitrary Code Execution,django-cms,"[3.4.0,3.4.7),[3.5.0,3.5.4),[3.6.0,3.6.1),[3.7.0,3.7.4)",pip,"0,Oct,2020"
M,Timing Attack,shrine,&lt;3.3.0,RubyGems,"0,Oct,2020"
C,Cross-site Scripting (XSS),hellojs,&lt;1.18.6,npm,"0,Oct,2020"
M,Object Injection,ezsystems/ezpublish-legacy,"&gt;&#x3D;2019.3.0, &lt;2019.3.5.1,&gt;&#x3D;2017.12.0, &lt;2017.12.7.3",Composer,"0,Oct,2020"
M,Prototype Pollution,json-pointer,&lt;0.6.1,npm,"0,Oct,2020"
M,Prototype Pollution,org.webjars.npm:json-pointer,"[0,]",Maven,"0,Oct,2020"
H,Remote Code Execution (RCE),nette/application,"&gt;&#x3D;2.2.0, &lt;2.2.10,&gt;&#x3D;2.3.0, &lt;2.3.14,&gt;&#x3D;2.4.0, &lt;2.4.16,&gt;&#x3D;3.0.0, &lt;3.0.6",Composer,"0,Oct,2020"
H,Server-Side Request Forgery (SSRF),node-pdf-generator,*,npm,"0,Oct,2020"
H,Server-side Request Forgery (SSRF),phantomjs-seo,*,npm,"0,Oct,2020"
H,File Type Restriction Bypass,socket.io-file,*,npm,"0,Oct,2020"
H,Improper Input Validation,com.ctrip.framework.apollo:apollo-adminservice,"[,1.7.1)",Maven,"0,Oct,2020"
L,Denial of Service (DoS),cryptoauthlib,"[0, 3.2.3)",pip,"0,Oct,2020"
,,,,,
H,Cross-site Scripting (XSS),genshi,"[,0.6.1)",pip,"0,Dec,2020"
M,Remote Code Execution (RCE),rosdep,"[,0.15.2)",pip,"0,Dec,2020"
M,Cross-site Scripting (XSS),markdown-it-texmath,&lt;0.9.0,npm,"3,Nov,2020"
M,Cross-site Scripting (XSS),netlify-cms-widget-markdown,&lt;2.12.9,npm,"3,Nov,2020"
M,Open Redirect,jupyter-server,"[,1.0.6)",pip,"3,Nov,2020"
M,Cross-site Scripting (XSS),org.craftercms:crafter-studio,"[3.0.0,3.0.1)",Maven,"2,Nov,2020"
H,Directory Traversal,org.craftercms:crafter-studio,"[3.0.0,3.0.1)",Maven,"2,Nov,2020"
H,XML External Entity (XXE) Injection,org.craftercms:crafter-studio,"[3.0.0,3.0.1)",Maven,"2,Nov,2020"
C,Directory Traversal,org.craftercms:crafter-studio,"[3.0.0,3.0.1)",Maven,"2,Nov,2020"
M,Cross-site Scripting (XSS),org.craftercms:crafter-studio,"[3.0.0,3.0.1)",Maven,"2,Nov,2020"
H,XML Injection,org.craftercms:crafter-studio,"[3.0.0,3.0.1)",Maven,"2,Nov,2020"
C,Prototype Pollution,systeminformation,&lt;4.30.5,npm,"2,Nov,2020"
M,Missing Authorization,org.craftercms:crafter-studio,"[3.0.0,3.0.1)",Maven,"2,Nov,2020"
H,Prototype Pollution,ts-dot-prop,&lt;1.4.1,npm,"2,Nov,2020"
H,Deserialization of Untrusted Data,com.fasterxml.jackson.core:jackson-databind,"[,2.6.7.4),[2.7.0,2.9.10.4)",Maven,"2,Nov,2020"
H,Command Injection,last-commit-log,*,npm,"2,Nov,2020"
M,HTTP Request Smuggling,org.eclipse.jetty:jetty-server,"[9.4.0.RC0, 9.4.35.v20201120),[10.0.0.alpha0, 10.0.0.beta3),[11.0.0.alpha0, 11.0.0.beta3)",Maven,"2,Nov,2020"
M,Cross-site Request Forgery (CSRF),com.softwaremill.akka-http-session:core_2.13,"[,0.5.11)",Maven,"2,Nov,2020"
M,Cross-site Request Forgery (CSRF),com.softwaremill.akka-http-session:core_2.12,"[,0.5.11)",Maven,"2,Nov,2020"
M,Cross-site Request Forgery (CSRF),com.softwaremill.akka-http-session:core_2.11,"[,0.5.11)",Maven,"2,Nov,2020"
H,Insecure Permissions,glpi/glpi,&lt;9.5.3,Composer,"2,Nov,2020"
H,Improper Access Control,glpi/glpi,&lt;9.5.3,Composer,"2,Nov,2020"
H,Improper Access Control,glpi/glpi,&lt;9.5.3,Composer,"2,Nov,2020"
M,Directory Traversal,net.sf.openas2:openas2-server,"[0,)",Maven,"2,Nov,2020"
H,Improper Control of Generation of Code,com.cronutils:cron-utils,"[,9.1.3)",Maven,"2,Nov,2020"
H,Resource Exhaustion,nanopb,"[,0.3.9.7),[0.4.0,0.4.4)",pip,"2,Nov,2020"
